caseid,sex,ybirth,mbirth,ZQ03,JC_1,JC_41,ZQ08A,ZQ08B,ZQ08C,ZQ08D,ZQ08E,ZQ08F,ZQ08G,ZQ08H,ZQ11_A,ZQ11_B,ZQ11_C,ZQ11_D,ZQ11_E,ZQ11_F,ZQ11_G,ZQ11_H,ZQ11_I,ZQ11_J,ZQ11_K,ZQ11_L,ZQ11_M,ZQ11_N,ZQ11_O,ZQ12,ZQ14_1A,ZQ14_1B,ZQ14_1C,ZQ14_1D,ZQ23A,ZQ23B,ZQ23C,ZQ23D,ZQ24,ZQ25,ZQ26A,ZQ26B,ZQ26C,ZQ26D,ZQ26E,ZQ26F,ZQ30D,ZQ35,ZQ39A,ZQ42,ZQ43,ZQ47A,ZQ47B,ZQ47C,ZQ50,ZQ52A,ZQ52Y,ZQ54A,ZQ54B,ZQ54C,ZQ54D,ZQ61_A,ZQ61_B,ZQ61_C,ZQ61_D,ZQ61_E,ZQ61_F,ZQ61_G,ZQ61_H,ZQ61_I,ZQ62
10273,2,1973,2,1,7,3,6,1,2,4,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,3,0,0,1,0,2,2,2,2,1,1,3,5,3,4,3,4,2,5,2,1,2,1,7,7,2,1,64,6,6,6,4,2,2,2,2,2,2,2,1,2,1
10274,1,1985,2,2,11,88,4,1,1,5,6,6,6,6,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,1,0,0,5,8,5,4,3,2,3,3,2,4,2,5,3,4,2,9,3,2,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,4
10275,1,1980,12,2,10,88,4,5,9,2,3,4,5,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,0,0,2,0,5,8,2,2,1,4,3,3,3,3,3,4,2,7,3,9,3,4,99,4,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10276,2,1976,10,2,10,88,2,1,2,6,1,4,4,4,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,0,0,1,0,4,8,2,4,1,2,3,4,2,3,2,5,2,6,5,1,3,3,15,8,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10277,2,1983,3,2,10,88,3,1,1,5,4,4,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,0,0,0,5,8,2,2,1,3,3,3,4,4,3,4,2,6,3,9,4,6,15,13,1,8,888,8,8,8,8,2,2,2,2,2,1,2,2,2,5
10278,2,1983,4,1,3,6,5,1,1,5,3,5,4,5,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,0,0,0,2,8,3,1,1,3,4,3,2,3,3,4,2,10,5,9,4,2,15,14,1,8,888,8,8,8,8,2,2,2,1,2,2,2,2,2,1
10279,2,1984,4,1,2,9,4,1,3,5,6,4,5,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,0,1,0,1,4,8,3,4,1,1,2,4,3,4,2,5,1,6,5,10,3,14,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10280,1,1985,3,1,12,5,6,1,3,4,5,6,5,4,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,4,2,0,0,1,5,8,5,2,3,4,4,5,3,4,3,4,2,7,5,9,1,2,15,5,1,8,888,8,8,8,8,2,2,2,1,2,2,2,2,2,1
10281,2,1975,1,2,10,88,6,6,1,6,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,2,4,5,2,2,1,1,3,3,2,3,2,5,1,2,3,99,9,1,8,8,2,1,74,6,4,4,5,2,2,2,1,2,2,2,2,2,2
10282,1,1983,12,1,2,11,4,1,3,6,6,6,5,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,1,0,5,8,5,4,1,3,2,4,1,3,1,5,2,4,2,9,1,5,15,12,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10283,1,1981,7,1,3,9,6,1,1,4,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,1,2,8,4,3,2,3,4,4,3,4,4,5,2,5,2,1,3,5,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,1
10284,2,1972,10,1,3,6,6,1,3,5,1,1,3,3,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,3,0,1,0,0,2,5,1,2,1,2,4,4,3,4,2,5,2,7,2,1,3,4,9,9,2,2,44,5,6,6,4,2,2,2,2,1,2,2,2,2,3
10285,2,1986,10,1,12,5,6,2,3,4,2,6,6,6,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,0,0,0,1,3,8,5,2,3,4,2,2,3,2,4,5,2,8,2,2,2,2,15,5,1,8,888,8,8,8,8,2,2,2,2,2,1,2,2,2,2
10286,1,1984,12,2,11,88,5,1,5,4,6,6,4,3,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,1,2,0,0,5,8,5,4,3,4,3,3,3,3,3,5,3,6,3,9,3,1,15,6,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10287,2,1972,10,2,10,88,4,1,2,5,1,1,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,0,0,1,0,5,5,2,1,1,4,2,3,3,3,3,4,3,5,5,1,2,1,8,8,2,2,49,6,6,6,6,2,2,2,2,1,2,2,2,2,3
10288,2,1972,5,1,2,8,5,1,1,4,1,4,4,4,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,3,0,0,0,0,2,8,2,2,1,3,2,1,3,3,3,4,2,7,5,1,2,5,15,14,4,2,45,6,6,5,6,2,1,2,2,2,2,2,2,2,2
10289,2,1984,2,1,2,8,6,2,3,4,6,6,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,3,1,1,0,1,3,8,5,2,1,2,4,3,2,3,2,5,2,7,2,1,4,5,15,9,1,8,888,8,8,8,8,2,2,2,2,1,2,2,2,2,3
10290,1,1981,6,1,99,99,3,1,6,5,1,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,1,0,0,3,8,2,2,1,2,3,3,4,4,3,5,4,7,3,9,3,5,99,5,1,8,888,8,8,8,8,2,1,2,2,2,2,2,2,2,3
10291,2,1974,2,2,10,88,4,1,3,4,1,1,1,4,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,3,0,1,0,0,2,5,1,1,1,2,3,5,2,5,2,5,1,7,3,9,2,1,9,9,2,2,43,5,6,5,4,2,2,2,2,1,2,2,2,2,4
10292,1,1984,1,2,11,88,5,6,4,5,2,4,4,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,0,0,1,3,8,2,2,3,2,4,4,2,4,2,5,2,6,4,9,3,4,15,4,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,1
10293,1,1979,10,1,3,9,4,1,6,5,6,6,6,6,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,3,0,0,0,0,2,8,1,1,1,4,2,2,4,2,4,5,4,7,4,9,4,4,15,7,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,4
10294,2,1974,11,2,10,88,6,1,1,5,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,0,0,0,4,9,9,9,1,3,4,4,3,3,3,4,2,7,5,1,3,1,7,7,2,9,999,5,5,5,5,1,2,2,2,2,2,2,2,2,1
10295,2,1984,12,1,3,3,6,3,4,5,3,4,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,5,8,7,7,3,3,5,4,3,3,3,4,3,5,2,9,4,2,15,14,1,8,888,8,8,8,8,2,2,2,2,2,1,2,2,2,3
10296,1,1972,11,1,2,8,6,1,2,4,6,6,6,4,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,3,0,0,0,1,2,4,1,2,1,3,5,5,2,4,2,5,3,8,3,5,4,5,1,5,2,2,53,1,1,1,3,1,2,2,2,2,2,2,2,2,2
10297,1,1974,10,1,2,12,6,6,5,3,5,4,4,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,5,0,0,1,0,2,2,2,2,1,3,9,9,9,9,9,9,2,99,3,99,9,5,1,5,2,2,52,1,1,1,1,9,9,9,9,9,9,9,9,9,9
10298,1,1978,3,1,6,8,6,1,1,5,6,6,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,5,8,5,2,1,3,5,5,3,5,3,5,2,3,3,1,1,10,15,11,1,8,888,8,8,8,8,2,2,2,1,2,2,2,2,2,2
10299,2,1985,1,2,10,88,6,2,3,5,1,2,3,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,5,0,0,2,0,2,2,2,2,2,3,5,5,3,4,2,5,4,5,2,3,4,1,4,4,2,2,55,6,6,6,5,2,2,2,2,2,1,2,2,2,2
10300,2,1972,8,1,2,11,6,1,1,5,3,3,4,3,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,3,0,0,0,0,2,8,9,2,1,2,2,2,4,3,4,5,3,6,4,9,4,5,99,8,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,1
10301,1,1986,1,1,12,5,5,2,2,3,3,6,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,2,5,8,2,4,3,2,4,4,2,3,2,5,2,3,4,9,1,3,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10302,2,1976,3,1,2,8,6,2,6,5,6,6,5,5,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,3,0,0,1,0,4,8,2,3,1,1,5,4,3,3,3,5,3,5,5,2,2,5,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,4
10303,2,1973,12,2,10,88,4,1,4,6,1,1,1,5,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,4,0,0,0,1,4,2,2,2,1,4,3,3,5,3,3,5,4,9,5,9,2,1,6,6,2,2,39,6,6,1,4,2,2,2,1,2,2,2,2,2,5
10304,1,1977,3,1,2,8,3,2,3,4,6,6,5,6,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,0,1,0,5,8,5,2,1,2,4,5,2,5,2,4,2,5,2,9,4,8,15,12,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10305,2,1975,12,1,3,5,4,1,1,6,1,1,4,4,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,0,0,1,0,4,2,1,2,1,1,4,3,4,4,2,5,2,4,5,10,4,4,8,9,2,2,50,6,6,6,6,1,2,2,2,2,2,2,2,2,2
10306,1,1983,4,1,2,14,4,3,3,4,6,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,1,5,8,2,2,1,2,2,2,4,2,4,4,3,7,3,1,2,5,15,10,1,8,888,8,8,8,8,2,2,1,2,2,2,2,2,2,1
10307,1,1978,9,1,2,12,6,1,1,5,5,4,4,5,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3,1,0,1,0,6,8,2,2,1,3,4,5,2,5,3,5,2,4,4,1,3,7,15,99,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10308,2,1976,3,1,3,8,6,1,1,5,1,6,4,4,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,3,0,2,0,0,2,2,2,2,1,3,3,3,2,4,2,5,2,7,4,9,2,4,5,7,2,2,50,6,6,5,6,2,2,2,2,1,2,2,2,2,2
10309,2,1978,5,1,2,9,5,1,1,5,5,6,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,5,8,5,4,1,2,3,3,3,3,3,4,3,4,2,1,4,7,15,13,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,4
10310,1,1976,9,1,2,12,5,1,9,5,3,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,5,8,9,9,9,3,9,9,9,9,9,9,3,99,3,9,2,99,99,99,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10311,1,1979,1,1,2,10,6,2,2,5,6,5,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,1,0,5,3,4,7,1,3,5,5,3,4,3,5,3,8,3,2,3,7,1,7,2,2,51,1,3,4,3,2,1,2,2,2,2,2,2,2,2
10312,2,1976,4,2,10,88,6,1,1,5,1,1,1,4,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,3,0,0,0,1,4,3,1,2,1,2,5,5,2,4,2,5,2,6,5,9,3,1,7,7,2,1,76,6,6,6,5,2,2,2,2,2,2,2,2,1,3
10313,2,1976,10,1,4,7,4,1,2,5,6,4,4,5,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,0,0,1,1,3,8,3,2,1,2,3,5,2,4,2,5,2,9,4,9,3,5,99,99,1,8,888,8,8,8,8,2,2,2,2,2,1,2,2,2,4
10314,2,1973,7,1,3,7,6,1,2,6,1,1,4,4,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,4,1,0,0,0,2,2,7,2,1,2,5,5,2,5,2,5,2,8,5,10,3,4,6,7,2,2,45,4,6,4,4,2,2,2,2,1,2,2,2,2,3
10315,1,1982,1,1,6,10,4,1,2,5,5,6,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,2,0,0,3,4,2,1,1,3,4,5,2,5,2,4,2,5,3,9,2,8,3,9,2,2,54,1,1,3,4,2,2,1,2,2,2,2,2,2,3
10316,1,1982,1,1,2,8,4,3,6,4,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,1,0,0,0,2,8,9,9,1,3,4,4,4,4,4,5,4,8,6,1,3,5,15,9,1,8,888,8,8,8,8,2,2,2,2,2,2,2,2,1,5
10317,2,1973,1,1,3,7,6,5,1,5,1,1,3,3,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,3,0,0,1,1,4,4,2,7,1,4,2,2,4,3,3,5,4,7,4,9,2,4,5,6,2,2,50,4,6,5,4,1,2,2,2,2,2,2,2,2,4
10318,1,1986,4,1,3,5,4,2,1,4,5,6,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,1,5,8,2,2,3,1,2,4,2,5,1,5,1,7,5,10,4,4,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,1
10319,2,1974,4,2,10,88,6,1,2,4,1,1,2,3,2,2,2,2,1,1,1,2,2,1,2,2,2,1,2,3,0,0,0,2,2,5,1,2,1,3,4,4,3,4,2,5,2,6,5,9,2,3,8,8,2,1,70,4,2,5,4,2,2,2,2,1,2,2,2,2,4
10320,2,1986,10,1,12,6,5,1,1,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,0,0,0,4,8,7,7,3,3,5,5,3,4,3,5,1,6,5,9,3,14,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10321,2,1975,2,1,4,8,6,1,3,6,2,1,4,4,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,5,1,0,0,0,2,8,1,2,1,3,4,4,4,4,3,5,3,99,5,1,4,5,99,6,4,2,52,6,6,6,4,1,2,2,2,2,2,2,2,2,1
10322,1,1976,6,1,2,8,6,6,1,6,4,6,6,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,0,0,0,1,4,9,2,2,1,3,5,4,2,4,2,5,1,5,2,9,2,14,1,14,2,2,60,1,3,1,4,2,2,2,2,2,2,2,2,1,9
10323,2,1976,4,2,10,88,6,1,2,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,0,1,0,1,2,5,2,1,1,2,5,5,2,5,2,5,2,5,4,9,2,1,9,99,2,2,47,6,6,6,6,2,2,2,2,1,2,2,2,2,2
10324,1,1979,6,2,10,88,6,3,3,6,6,6,6,5,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,3,1,0,0,0,5,8,5,4,1,2,3,3,5,3,4,5,3,7,4,2,2,1,15,6,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,4
10325,2,1981,9,1,2,8,6,1,3,6,6,4,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,8,2,2,1,1,5,5,2,5,2,5,1,8,2,9,4,3,15,10,1,8,888,8,8,8,8,2,2,2,2,2,1,2,2,2,3
10326,1,1981,8,1,3,4,6,6,3,4,3,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,0,0,1,1,5,8,2,3,2,4,1,3,4,1,4,1,5,7,3,9,1,2,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10327,1,1977,11,1,6,8,6,1,3,4,6,6,6,4,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,5,2,1,0,0,1,2,7,7,1,4,5,5,5,5,5,5,5,6,3,9,4,5,5,6,2,2,53,1,1,1,4,2,2,2,1,2,2,2,2,2,1
10328,2,1985,5,2,10,88,3,4,4,4,1,2,2,4,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,0,1,1,0,2,6,2,2,1,3,3,3,3,3,2,5,2,5,3,9,3,4,7,8,2,2,54,5,6,6,4,2,2,2,2,1,2,2,2,2,1
10329,1,1976,9,1,2,8,6,1,2,5,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,0,0,0,1,3,8,1,3,1,3,4,4,2,4,4,5,3,9,3,9,4,5,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10330,2,1972,10,1,2,8,6,1,1,4,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,1,3,5,2,2,1,3,2,5,2,5,1,5,2,7,5,9,1,5,5,7,2,2,47,4,3,2,3,1,2,2,2,2,2,2,2,2,3
10331,1,1975,9,1,2,8,5,6,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,4,0,0,0,1,2,2,2,2,1,3,4,4,4,4,3,5,3,7,2,9,2,5,1,5,2,2,48,1,3,2,3,1,2,2,2,2,2,2,2,2,2
10332,1,1976,9,1,2,8,2,6,1,6,6,6,6,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,0,1,2,2,7,7,1,3,5,5,2,5,3,5,1,6,1,1,2,7,99,99,2,2,49,1,1,1,4,1,2,2,2,2,2,2,2,2,3
10333,1,1980,7,1,1,10,6,1,3,2,4,6,6,5,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,1,2,4,1,1,1,2,3,5,3,5,2,5,1,5,2,3,1,9,1,9,2,2,55,1,1,1,4,2,2,1,2,2,2,2,2,2,1
10334,2,1981,1,1,3,8,6,1,2,3,4,4,4,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,0,1,0,1,2,8,2,2,1,2,5,5,3,3,3,5,3,7,5,10,4,5,15,14,1,8,888,8,8,8,8,2,2,2,2,1,2,2,2,2,3
10335,2,1979,9,1,2,10,5,4,9,4,6,6,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,5,8,2,4,1,3,2,5,3,4,2,5,1,5,3,9,1,7,15,10,1,8,888,8,8,8,8,2,2,2,2,2,1,2,2,2,2
10336,2,1973,3,1,2,8,5,3,2,5,4,4,5,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,4,2,0,0,1,2,8,5,1,1,3,2,3,4,3,5,5,4,6,5,9,2,7,99,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10337,2,1978,5,1,3,8,6,3,2,4,4,4,4,3,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,0,0,1,1,2,8,1,2,1,3,5,4,1,3,2,4,2,5,3,1,4,4,15,99,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,1
10338,2,1974,7,2,10,88,6,2,3,4,1,1,1,3,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,3,0,1,0,0,2,2,1,1,1,3,3,4,2,4,2,4,1,5,3,9,3,1,8,8,2,2,47,6,6,6,6,2,2,2,2,1,2,2,2,2,4
10339,1,1975,2,1,2,9,6,1,1,5,6,6,5,6,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,2,5,5,2,2,1,3,5,5,2,4,3,4,2,7,3,9,2,7,6,9,2,2,51,1,1,4,2,1,2,2,2,2,2,2,2,2,4
10340,2,1984,6,1,2,8,6,6,3,4,6,6,6,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,0,0,2,8,2,2,1,2,3,4,3,3,3,5,3,6,3,1,4,4,99,6,1,8,888,8,8,8,8,2,2,2,2,2,2,2,2,1,3
10341,2,1976,10,1,2,9,6,3,2,6,1,4,4,4,1,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,0,1,0,0,4,8,1,1,1,3,2,2,5,2,3,4,2,4,2,2,3,6,15,6,1,8,888,8,8,8,8,2,2,2,2,1,2,2,2,2,4
10342,2,1973,10,1,3,8,6,1,2,4,5,5,4,3,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,3,1,1,0,0,2,8,1,1,1,3,2,3,3,4,3,5,4,7,2,1,2,99,99,99,1,8,888,8,8,8,8,2,2,2,2,1,2,2,2,2,2
10343,1,1981,12,2,10,88,6,4,4,5,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,0,0,2,8,1,2,1,4,2,2,3,2,3,3,4,10,5,10,4,1,15,14,1,8,888,8,8,8,8,2,1,2,2,2,2,2,2,2,5
10344,2,1981,6,1,2,11,6,6,6,5,6,4,5,5,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,3,0,1,0,0,5,8,2,2,1,4,2,1,4,1,4,3,2,7,4,9,2,6,15,10,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10345,1,1979,6,1,2,10,6,3,3,5,5,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,2,3,2,2,1,3,4,4,4,4,3,4,1,5,2,2,3,7,6,9,2,2,55,2,4,4,4,1,2,2,2,2,2,2,2,2,3
10346,2,1973,1,1,7,6,6,1,1,5,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,0,2,2,1,1,1,2,2,3,3,3,2,3,1,7,3,9,3,1,14,14,2,2,48,1,1,1,3,2,2,1,2,2,2,2,2,2,2
10347,2,1981,9,1,2,8,6,1,1,5,6,6,5,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,0,0,2,1,5,8,6,5,1,2,4,5,2,3,3,5,2,5,4,9,2,3,15,13,1,8,888,8,8,8,8,2,2,2,2,1,2,2,2,2,3
10348,2,1978,8,1,2,11,6,4,4,6,4,4,5,4,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,0,0,2,0,2,8,5,5,1,1,4,3,2,4,2,5,2,5,3,1,2,6,15,12,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10349,1,1975,11,1,3,7,6,1,2,4,3,2,4,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,3,0,0,0,1,2,8,2,2,1,2,5,5,2,4,3,5,2,7,5,9,2,4,15,4,1,8,888,8,8,8,8,2,2,2,2,2,2,2,2,1,1
10350,1,1977,10,1,2,8,6,6,1,5,6,6,4,6,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,0,0,2,0,3,2,1,3,1,4,4,5,2,4,2,4,1,4,2,1,2,7,4,8,2,2,53,1,1,1,3,1,2,2,2,2,2,2,2,2,1
10351,1,1976,1,1,2,12,6,1,1,5,6,6,6,4,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,5,0,0,0,1,3,2,2,2,1,5,3,3,3,1,4,1,5,7,2,9,3,7,1,7,2,2,52,1,1,1,4,2,2,2,2,2,2,1,2,2,1
10352,2,1975,4,1,3,4,4,1,1,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,0,0,5,8,5,2,1,1,5,5,2,4,2,5,2,8,4,1,3,4,15,7,1,8,888,8,8,8,8,2,2,2,2,2,1,2,2,2,3
10353,1,1976,3,1,2,18,6,6,6,1,6,3,6,5,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,5,0,0,1,0,3,8,5,2,1,3,5,1,5,1,5,5,3,10,2,2,3,14,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,5
10354,2,1986,11,1,12,2,2,1,1,5,6,6,4,5,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,1,2,0,0,5,8,7,7,3,2,5,5,2,4,2,5,1,5,2,9,3,3,15,14,1,8,888,8,8,8,8,2,2,2,1,2,2,2,2,2,1
10355,2,1986,9,1,12,4,6,1,3,5,5,6,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,1,3,8,5,3,3,2,5,5,1,5,2,4,1,4,5,1,2,3,15,9,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10356,2,1986,12,1,12,5,6,1,1,6,6,5,5,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,0,1,0,0,5,8,5,2,3,1,4,3,2,3,1,5,2,7,5,10,3,4,15,9,1,8,888,8,8,8,8,2,2,2,2,2,1,2,2,2,2
10357,1,1979,11,1,2,10,6,6,3,5,6,6,6,5,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,3,0,0,1,0,5,4,2,2,1,2,4,4,2,4,1,5,2,8,3,9,3,5,1,14,2,2,56,1,1,1,1,1,2,2,2,2,2,2,2,2,3
10358,1,1985,3,1,12,7,5,1,1,3,4,3,5,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,5,0,0,0,0,5,8,2,2,3,3,2,4,3,4,3,5,4,8,4,2,2,3,15,8,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,1
10359,2,1978,2,1,2,9,6,6,5,5,6,6,5,5,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,3,0,0,0,1,4,8,2,4,1,4,1,1,3,3,2,4,2,8,1,2,2,4,99,10,1,8,888,8,8,8,8,2,2,2,2,2,1,2,2,2,1
10360,1,1974,9,1,2,9,6,1,1,5,1,1,4,3,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,3,0,1,0,0,6,4,6,4,1,4,3,4,2,4,2,3,2,7,1,9,1,7,5,8,2,2,47,1,1,4,4,1,2,2,2,2,2,2,2,2,4
10361,1,1980,8,1,2,8,2,1,1,4,5,5,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,0,5,5,1,3,1,1,5,5,2,5,3,5,1,6,2,9,1,6,4,7,2,2,55,1,1,1,3,1,2,2,2,2,2,2,2,2,1
10362,1,1978,10,1,2,10,5,4,4,6,6,1,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,0,5,2,5,2,1,1,5,5,2,5,3,4,3,7,2,9,2,8,2,11,2,2,43,3,4,4,3,1,2,2,2,2,2,2,2,2,3
10363,2,1976,6,1,2,9,2,1,1,5,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,0,0,0,5,9,9,9,1,3,4,5,2,5,2,3,2,5,3,9,2,7,8,10,2,9,999,6,6,5,4,2,2,2,2,2,2,2,2,1,3
10364,2,1975,5,2,10,88,6,1,3,6,1,1,1,3,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,0,1,0,0,3,2,1,1,1,2,5,5,2,4,3,4,2,7,2,2,3,1,7,7,2,2,48,6,6,6,4,1,2,2,2,2,2,2,2,2,2
